hip,iau_name_en,name_ko,traditional_ko,note,source,confidence
54872,Zosma,조스마,상상(上相),현대 식별: δ Leo. 2022-04-04 IAU-CSN의 V=2.56 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음. 전통 대응은 Stellarium korean 재구성에 한정; 성군 구성별 표시는 개별 고유명이 아님. 이 필드를 전통 성군의 유일 ID 또는 독점 검색 별칭으로 사용하지 않는다.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po | https://raw.githubusercontent.com/Stellarium/stellarium/master/skycultures/korean/index.json,medium
54879,Chertan,셰르탄,차상(次相),현대 식별: θ Leo. 2022-04-04 IAU-CSN의 V=3.33 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음. 전통 대응은 Stellarium korean 재구성에 한정; 성군 구성별 표시는 개별 고유명이 아님. 이 필드를 전통 성군의 유일 ID 또는 독점 검색 별칭으로 사용하지 않는다.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po | https://raw.githubusercontent.com/Stellarium/stellarium/master/skycultures/korean/index.json,medium
55219,Alula Borealis,북쪽 알룰라,,현대 식별: ν UMa. 2022-04-04 IAU-CSN의 V=3.49 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
57632,Denebola,데네볼라,황제(黃帝),현대 식별: β Leo. 2022-04-04 IAU-CSN의 V=2.14 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음. 전통 대응은 Stellarium korean 재구성에 한정; 성군 구성별 표시는 개별 고유명이 아님. 이 필드를 전통 성군의 유일 ID 또는 독점 검색 별칭으로 사용하지 않는다.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po | https://raw.githubusercontent.com/Stellarium/stellarium/master/skycultures/korean/index.json,medium
58001,Phecda,펙다,천기(天璣);녹존(祿存),현대 식별: γ UMa Aa. 2022-04-04 IAU-CSN의 V=2.41 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음. 전통 대응은 Stellarium korean 재구성에 한정; 성군 구성별 표시는 개별 고유명이 아님. 이 필드를 전통 성군의 유일 ID 또는 독점 검색 별칭으로 사용하지 않는다.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po | https://raw.githubusercontent.com/Stellarium/stellarium/master/skycultures/korean/index.json,medium
59747,Imai,,,현대 식별: δ Cru. 2022-04-04 IAU-CSN의 V=2.75 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 확인한 한국어 통용 표기가 없어 name_ko를 비움.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt,low
59774,Megrez,메그레즈,천권(天權);문곡(文曲),현대 식별: δ UMa. 2022-04-04 IAU-CSN의 V=3.32 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음. 전통 대응은 Stellarium korean 재구성에 한정; 성군 구성별 표시는 개별 고유명이 아님. 이 필드를 전통 성군의 유일 ID 또는 독점 검색 별칭으로 사용하지 않는다.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po | https://raw.githubusercontent.com/Stellarium/stellarium/master/skycultures/korean/index.json,medium
59803,Gienah,기에나흐,,현대 식별: γ Crv. 2022-04-04 IAU-CSN의 V=2.58 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음. γ Crv의 공식 이름. ε Cyg의 과거 Gienah 표기는 현재 공식 이름 Aljanah와 구분한다.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
60718,Acrux,아크룩스,,현대 식별: α Cru Aa. 2022-04-04 IAU-CSN의 V=1.33 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
60965,Algorab,알고라브,,현대 식별: δ Crv A. 2022-04-04 IAU-CSN의 V=2.94 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
61084,Gacrux,가크룩스,,현대 식별: γ Cru. 2022-04-04 IAU-CSN의 V=1.59 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
61359,Kraz,크라즈,,현대 식별: β Crv. 2022-04-04 IAU-CSN의 V=2.65 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
61941,Porrima,포리마,상상(上相),현대 식별: γ Vir A. 2022-04-04 IAU-CSN의 V=3.44 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음. 전통 대응은 Stellarium korean 재구성에 한정; 성군 구성별 표시는 개별 고유명이 아님. 이 필드를 전통 성군의 유일 ID 또는 독점 검색 별칭으로 사용하지 않는다.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po | https://raw.githubusercontent.com/Stellarium/stellarium/master/skycultures/korean/index.json,medium
62434,Mimosa,미모사,,현대 식별: β Cru. 2022-04-04 IAU-CSN의 V=1.25 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
62956,Alioth,알리오스,옥형(玉衡);염정(廉貞),현대 식별: ε UMa A. 2022-04-04 IAU-CSN의 V=1.76 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음. 전통 대응은 Stellarium korean 재구성에 한정; 성군 구성별 표시는 개별 고유명이 아님. 이 필드를 전통 성군의 유일 ID 또는 독점 검색 별칭으로 사용하지 않는다.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po | https://raw.githubusercontent.com/Stellarium/stellarium/master/skycultures/korean/index.json,medium
63090,Minelauva,미네로바,차상(次相),현대 식별: δ Vir. 2022-04-04 IAU-CSN의 V=3.39 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음. 전통 대응은 Stellarium korean 재구성에 한정; 성군 구성별 표시는 개별 고유명이 아님. 이 필드를 전통 성군의 유일 ID 또는 독점 검색 별칭으로 사용하지 않는다.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po | https://raw.githubusercontent.com/Stellarium/stellarium/master/skycultures/korean/index.json,medium
63125,Cor Caroli,코르 카롤리,,현대 식별: α2 CVn Aa. 2022-04-04 IAU-CSN의 V=2.89 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
63608,Vindemiatrix,,차장(次將),현대 식별: ε Vir. 2022-04-04 IAU-CSN의 V=2.85 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 확인한 한국어 통용 표기가 없어 name_ko를 비움. 전통 대응은 Stellarium korean 재구성에 한정; 성군 구성별 표시는 개별 고유명이 아님. Stellarium 한국어 번역의 반데미아트릭스 표기는 재검토 필요하여 name_ko를 비움. 이 필드를 전통 성군의 유일 ID 또는 독점 검색 별칭으로 사용하지 않는다.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/skycultures/korean/index.json,low
65109,Kulou,,,현대 식별: ι Cen. 2026-02 IAU 공지에서 신규 이름·HIP 대조. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 확인한 한국어 통용 표기가 없어 name_ko를 비움.,https://www.iau.org/IAU/IAU/News/Ann2026/New-Star-Names-2026.aspx,low
65378,Mizar,미자르,개양(開陽);무곡(武曲),현대 식별: ζ UMa Aa. 2022-04-04 IAU-CSN의 V=2.23 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음. 전통 대응은 Stellarium korean 재구성에 한정; 성군 구성별 표시는 개별 고유명이 아님. 이 필드를 전통 성군의 유일 ID 또는 독점 검색 별칭으로 사용하지 않는다.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po | https://raw.githubusercontent.com/Stellarium/stellarium/master/skycultures/korean/index.json,medium
65474,Spica,스피카,좌각(左角),현대 식별: α Vir Aa. 2022-04-04 IAU-CSN의 V=0.98 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음. 전통 대응은 Stellarium korean 재구성에 한정; 성군 구성별 표시는 개별 고유명이 아님. 이 필드를 전통 성군의 유일 ID 또는 독점 검색 별칭으로 사용하지 않는다.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po | https://raw.githubusercontent.com/Stellarium/stellarium/master/skycultures/korean/index.json,medium
65477,Alcor,알코르,,현대 식별: 80 UMa. 유명 별 추가; 기준 목록 V=3.99. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
66249,Heze,헤제,,현대 식별: ζ Vir A. 2022-04-04 IAU-CSN의 V=3.38 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
67301,Alkaid,알카이드,요광(搖光);파군(破軍),현대 식별: η UMa. 2022-04-04 IAU-CSN의 V=1.85 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음. 전통 대응은 Stellarium korean 재구성에 한정; 성군 구성별 표시는 개별 고유명이 아님. 이 필드를 전통 성군의 유일 ID 또는 독점 검색 별칭으로 사용하지 않는다.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po | https://raw.githubusercontent.com/Stellarium/stellarium/master/skycultures/korean/index.json,medium
67464,Heng,,,현대 식별: ν Cen. 2026-02 IAU 공지에서 신규 이름·HIP 대조. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 확인한 한국어 통용 표기가 없어 name_ko를 비움.,https://www.iau.org/IAU/IAU/News/Ann2026/New-Star-Names-2026.aspx,low
67927,Muphrid,무프리드,,현대 식별: η Boo Aa. 2022-04-04 IAU-CSN의 V=2.68 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
68002,Leepwal,,,현대 식별: ζ Cen. 2026-02 IAU 공지에서 신규 이름·HIP 대조. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 확인한 한국어 통용 표기가 없어 name_ko를 비움.,https://www.iau.org/IAU/IAU/News/Ann2026/New-Star-Names-2026.aspx,low
68702,Hadar,하다르,,현대 식별: β Cen Aa. 2022-04-04 IAU-CSN의 V=0.61 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
68756,Thuban,투반,,현대 식별: α Dra A. 유명 별 추가; 기준 목록 V=3.67. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
68933,Menkent,멘켄트,,현대 식별: θ Cen. 2022-04-04 IAU-CSN의 V=2.06 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
69427,Kang,캉,,현대 식별: κ Vir. 28수 기준성과의 교차참조를 위한 추가 항목. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
69673,Arcturus,아크투루스,,현대 식별: α Boo. 2022-04-04 IAU-CSN의 V=-0.05 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
70890,Proxima Centauri,프록시마 센타우리,,현대 식별: α Cen C. 유명 별 추가; 기준 목록 V=11.01. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 가까운 별의 유명 추가항목. 밝기 컷을 충족하는 별은 아님.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://ko.wikipedia.org/wiki/프록시마_센타우리,medium
71075,Seginus,세기너스,,현대 식별: γ Boo Aa. 2022-04-04 IAU-CSN의 V=3.04 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
71681,Toliman,톨리만,,현대 식별: α Cen B. 2022-04-04 IAU-CSN의 V=1.35 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음. α Cen B. α Cen A(HIP71683)의 고유명과 별도 레코드.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
71683,Rigil Kentaurus,리길 센타우루스,,현대 식별: α Cen A. 2022-04-04 IAU-CSN의 V=-0.01 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음. α Cen A. Toliman(α Cen B;HIP71681) 및 Proxima Centauri(HIP70890)와 구별.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
71860,Uridim,,,현대 식별: α Lup. 2026-02 IAU 공지에서 신규 이름·HIP 대조. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 확인한 한국어 통용 표기가 없어 name_ko를 비움.,https://www.iau.org/IAU/IAU/News/Ann2026/New-Star-Names-2026.aspx,low
71908,Xami,,,현대 식별: α Cir. 2026-02 IAU 공지에서 신규 이름·HIP 대조. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 확인한 한국어 통용 표기가 없어 name_ko를 비움.,https://www.iau.org/IAU/IAU/News/Ann2026/New-Star-Names-2026.aspx,low
72105,Izar,이자르,,현대 식별: ε Boo A. 2022-04-04 IAU-CSN의 V=2.35 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
72607,Kochab,코카브,제(帝),현대 식별: β UMi. 2022-04-04 IAU-CSN의 V=2.07 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음. 전통 대응은 Stellarium korean 재구성에 한정; 성군 구성별 표시는 개별 고유명이 아님. 이 필드를 전통 성군의 유일 ID 또는 독점 검색 별칭으로 사용하지 않는다.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po | https://raw.githubusercontent.com/Stellarium/stellarium/master/skycultures/korean/index.json,medium
72622,Zubenelgenubi,주벤알게누비,,현대 식별: α2 Lib Aa. 2022-04-04 IAU-CSN의 V=2.75 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
73136,Baekdu,백두,,현대 식별: 8 UMi. 유명 별 추가; 기준 목록 V=6.83. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국 제안으로 채택된 공식 이름. 외계행성 Halla와 항성 Baekdu를 구별.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://www.kasi.re.kr/kor/publication/post/newsMaterial/12399,medium
73555,Nekkar,네카르,,현대 식별: β Boo. 2022-04-04 IAU-CSN의 V=3.49 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
73714,Brachium,브라키움,,현대 식별: σ Lib A. 2022-04-04 IAU-CSN의 V=3.25 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
74666,Qigong,,,현대 식별: δ Boo. 2026 ASE 승인 설명 확인; 자료의 V 약 3.49. HIP 교차표는 보조 출처이므로 병합 전 SIMBAD 재대조 권장. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 확인한 한국어 통용 표기가 없어 name_ko를 비움.,https://ase.exopla.net/index.php/Qigong | https://raw.githubusercontent.com/cyschneck/iau-star-names/main/iau_proper_stars.csv,low
74785,Zubeneschamali,주벤에샤마리,,현대 식별: β Lib. 2022-04-04 IAU-CSN의 V=2.61 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
75097,Pherkad,페르카드,태자(太子),현대 식별: γ UMi. 2022-04-04 IAU-CSN의 V=3.00 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음. 전통 대응은 Stellarium korean 재구성에 한정; 성군 구성별 표시는 개별 고유명이 아님. 이 필드를 전통 성군의 유일 ID 또는 독점 검색 별칭으로 사용하지 않는다.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po | https://raw.githubusercontent.com/Stellarium/stellarium/master/skycultures/korean/index.json,medium
75458,Edasich,에다시크,,현대 식별: ι Dra. 2022-04-04 IAU-CSN의 V=3.29 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
76267,Alphecca,알페카,,현대 식별: α CrB. 2022-04-04 IAU-CSN의 V=2.22 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
77070,Unukalhai,우누칼하이,,현대 식별: α Ser. 2022-04-04 IAU-CSN의 V=2.63 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po,medium
78265,Fang,팡,차장(次將),현대 식별: π Sco Aa. 2022-04-04 IAU-CSN의 V=2.89 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음. 전통 대응은 Stellarium korean 재구성에 한정; 성군 구성별 표시는 개별 고유명이 아님. 이 필드를 전통 성군의 유일 ID 또는 독점 검색 별칭으로 사용하지 않는다.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po | https://raw.githubusercontent.com/Stellarium/stellarium/master/skycultures/korean/index.json,medium
78322,Blaze Star,,,현대 식별: T CrB. 2026-02 IAU 공지에서 신규 이름·HIP 대조. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 확인한 한국어 통용 표기가 없어 name_ko를 비움. 재귀신성 T CrB의 이름. 현재 밝기·폭발 여부나 예정일은 이 이름 표에서 판단하지 않음.,https://www.iau.org/IAU/IAU/News/Ann2026/New-Star-Names-2026.aspx,low
78401,Dschubba,드슈바,차상(次相),현대 식별: δ Sco A. 2022-04-04 IAU-CSN의 V=2.29 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음. 전통 대응은 Stellarium korean 재구성에 한정; 성군 구성별 표시는 개별 고유명이 아님. 이 필드를 전통 성군의 유일 ID 또는 독점 검색 별칭으로 사용하지 않는다.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po | https://raw.githubusercontent.com/Stellarium/stellarium/master/skycultures/korean/index.json,medium
78820,Acrab,아크라브,상상(上相),현대 식별: β Sco Aa. 2022-04-04 IAU-CSN의 V=2.56 기준 밝은 별. 고유명 적용 성분과 HIP 관측 레코드의 단위가 다를 수 있음. 한국어는 Stellarium 번역 용례이며 학회 표준 음역이라고 단정하지 않음. 전통 대응은 Stellarium korean 재구성에 한정; 성군 구성별 표시는 개별 고유명이 아님. 이 필드를 전통 성군의 유일 ID 또는 독점 검색 별칭으로 사용하지 않는다.,https://www.pas.rochester.edu/~emamajek/WGSN/IAU-CSN.txt | https://raw.githubusercontent.com/Stellarium/stellarium/master/po/stellarium-sky/ko.po | https://raw.githubusercontent.com/Stellarium/stellarium/master/skycultures/korean/index.json,medium
